VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
7FCTGAAA9P,King,Seattle,WA,98199.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,249914080,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.0
1C4RJXN68R,Pierce,Joint Base Lewis Mcchord,WA,98433.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,28.0,269898695,POINT (-122.60761 47.08798),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072903.0
7SYEA3YB7S,King,North Bend,WA,98045.0,2025,POLESTAR,POLESTAR 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,280097289,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032706.0
7PDSGABA9P,King,Issaquah,WA,98027.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,267167876,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102.0
KNDCS3LF1P,King,Renton,WA,98055.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,11.0,244136308,POINT (-122.20784 47.46004),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025806.0
5UXTS1C00M,King,Seattle,WA,98102.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17.0,43.0,282767348,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100.0
7SAYGDEE5N,King,Redmond,WA,98052.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,187034578,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313.0
5NMMCET14R,King,Bellevue,WA,98005.0,2024,GENESIS,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,268481839,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
5YJ3E1EAXL,King,Kenmore,WA,98028.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,46.0,281300666,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.0
5YJ3E1EA4P,Snohomish,Lake Stevens,WA,98258.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,257742460,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052606.0
1G1FW6S08P,King,Seattle,WA,98199.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,269805504,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801.0
5YJ3E1EA8N,King,Seatac,WA,98148.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,223768149,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
1G1FZ6S01P,King,Seattle,WA,98106.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,232983089,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800.0
WBA8E1C38H,King,Renton,WA,98057.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,11.0,324047503,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026003.0
1V2GNPE88P,King,Issaquah,WA,98029.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,224644969,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.0
JTMABACA7R,Whatcom,Bellingham,WA,98229.0,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,40.0,274303613,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803.0
1FMCU0E13S,Thurston,Olympia,WA,98512.0,2025,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,35.0,284158850,POINT (-122.90787 46.9461),PUGET SOUND ENERGY INC,53067011821.0
KNDPZDAH2P,Thurston,Lacey,WA,98513.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,22.0,233619046,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623.0
7SAYGDEEXP,King,Kirkland,WA,98034.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,231163992,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204.0
WBY1Z4C57G,King,Seattle,WA,98199.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,36.0,109787177,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
3FMTK3SU4P,Snohomish,Lake Stevens,WA,98258.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,256229592,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052603.0
5YJSA1E11G,King,Tukwila,WA,98168.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,11.0,282889827,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300.0
7SAYGDEE8N,King,Bellevue,WA,98008.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,252553549,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0
1N4AZ0CP7D,Snohomish,Snohomish,WA,98290.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,44.0,208697842,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052301.0
5YJ3E1EA7J,King,Woodinville,WA,98072.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,45.0,106149774,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307.0
1N4AZ1CP5J,Spokane,Spokane Valley,WA,99206.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,4.0,314799481,POINT (-117.24696 47.65713),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063012401.0
KNDCT3L14P,Spokane,Spokane Valley,WA,99206.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,4.0,233306888,POINT (-117.24696 47.65713),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063012600.0
3FMTK3SU4P,King,Woodinville,WA,98072.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,261103671,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326.0
5YJ3E1EA8P,King,Mercer Island,WA,98040.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,259090947,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602.0
5YJ3E1EAXM,Pierce,Lakebay,WA,98349.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,140094076,POINT (-122.75746 47.25124),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072602.0
WMZYU7C45J,King,Seattle,WA,98103.0,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12.0,36.0,9444473,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800.0
JN1AZ0CP1B,Thurston,Olympia,WA,98506.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,22.0,168019890,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0
KNDPYDAH7P,Snohomish,Edmonds,WA,98020.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,32.0,212244280,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050502.0
1C4RJYB68R,Spokane,Colbert,WA,99005.0,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,7.0,266604411,POINT (-117.35414 47.83743),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063010305.0
2C4RC1S77N,King,Seattle,WA,98144.0,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,37.0,192494606,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
3FMTK2SU2P,Thurston,Tumwater,WA,98501.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,267134472,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010801.0
5YJSA1E25H,Thurston,Olympia,WA,98502.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,35.0,348965277,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902.0
1G1FZ6S05N,Skagit,Mount Vernon,WA,98274.0,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,10.0,284132502,POINT (-122.32355 48.41566),PUGET SOUND ENERGY INC,53057952401.0
1G1FX6S06H,Pierce,Gig Harbor,WA,98332.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,26.0,349061282,POINT (-122.59044 47.34236),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509.0
3FMTK3S55S,Pierce,Lake Tapps,WA,98391.0,2025,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,31.0,287455248,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070314.0
7SAYGDEF8P,King,Sammamish,WA,98074.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,258820222,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216.0
KNDCC3LG9N,Spokane,Spokane,WA,99203.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,3.0,205765871,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004500.0
WVWKP7AU4G,King,Bellevue,WA,98006.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,41.0,280581801,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
7SAYGDEE8N,King,Seattle,WA,98125.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,187405235,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.0
7SAYGDEE9T,King,Bellevue,WA,98008.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,282245827,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023202.0
5YJ3E1EBXK,Pierce,Kapowsin,WA,98344.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,2.0,252950589,POINT (-122.26635 46.98378),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073119.0
WA1F2AFY3R,Kittitas,Ellensburg,WA,98926.0,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,13.0,273190116,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975300.0
WBY1Z2C54E,King,Seattle,WA,98112.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,43.0,245400578,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0
JTDKN3DP2E,King,Seattle,WA,98126.0,2014,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6.0,34.0,232497345,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011401.0
JTMFB3FV5S,King,Seattle,WA,98144.0,2025,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,37.0,282879026,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
1G1RB6S58H,King,Bellevue,WA,98006.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,41.0,227873586,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
KM8HE3A68S,King,Issaquah,WA,98027.0,2025,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,277832950,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103.0
1FADP5CU4G,King,Seattle,WA,98117.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,36.0,235706551,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500.0
7PDSGBBA6R,King,Seattle,WA,98115.0,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,266590859,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002400.0
KM8HC3A65S,King,Seattle,WA,98105.0,2025,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,279258570,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101.0
5YJYGDEE9M,King,Redmond,WA,98053.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,139759973,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
7SAYGDEEXP,King,Woodinville,WA,98072.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,232867729,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906.0
WBY73AW03P,King,Seattle,WA,98103.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,227386582,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100.0
JTDKARFP4J,King,Seattle,WA,98105.0,2018,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,43.0,476355330,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005305.0
WBY73AW05P,King,Bellevue,WA,98008.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,236620310,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.0
7SAYGDEE5R,Pierce,Gig Harbor,WA,98335.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,280459168,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408.0
1G1FW6S02H,King,Maple Valley,WA,98038.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,5.0,184497610,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032010.0
JTMABACA8P,King,Bellevue,WA,98005.0,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,273705442,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805.0
5YJYGDEE8L,Pierce,Tacoma,WA,98406.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,28.0,112060812,POINT (-122.52082 47.26887),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061001.0
2C4RC1N74L,King,Seattle,WA,98178.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,37.0,133699394,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026001.0
1G1RB6S59J,King,Issaquah,WA,98027.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,5.0,221798552,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031904.0
1G1FY6S06L,Whatcom,Bellingham,WA,98225.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,40.0,144598926,POINT (-122.47091 48.75256),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001203.0
7SAXCAE54T,Pierce,Gig Harbor,WA,98332.0,2026,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,286410330,POINT (-122.59044 47.34236),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509.0
5YJSA1E29G,Clark,Vancouver,WA,98683.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,18.0,205466677,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325.0
7SAYGDEE0P,King,Bellevue,WA,98007.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,233005853,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0
KNDCM3LD3L,King,Seattle,WA,98133.0,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,32.0,154002691,POINT (-122.34477 47.75744),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402.0
1N4CZ1CV8S,Spokane,Spokane,WA,99223.0,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,3.0,281308744,POINT (-117.36043 47.63396),MODERN ELECTRIC WATER COMPANY,53063004601.0
3FA6P0SU5K,Grant,Moses Lake,WA,98837.0,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,13.0,327040353,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011200.0
1G1FY6S05M,King,Seattle,WA,98112.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,270062705,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.0
7SAYGAEE6N,Grant,Moses Lake,WA,98837.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,13.0,283138887,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011002.0
WP1AE2A24H,Kitsap,Bainbridge Island,WA,98110.0,2017,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,23.0,348091719,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035090800.0
WBY33HD04S,King,Bellevue,WA,98004.0,2025,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,283267470,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0
7SAYGDEEXN,Pierce,Puyallup,WA,98372.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,25.0,286698464,POINT (-122.29109 47.23693),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940010.0
1G1FY6S00P,King,Shoreline,WA,98155.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,262003297,POINT (-122.27794 47.75462),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500.0
ZACPDFCW1R,King,Tukwila,WA,98188.0,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,11.0,261770288,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
KM8KNDA81S,King,Seattle,WA,98122.0,2025,HYUNDAI,IONIQ 5 N,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,268632717,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007502.0
1V2WNPE82P,Snohomish,Lynnwood,WA,98087.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,249782704,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061042004.0
3GN7DLRR5R,Spokane,Colbert,WA,99005.0,2024,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,7.0,274915826,POINT (-117.35414 47.83743),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063010305.0
KNDCC3LG1K,King,Kenmore,WA,98028.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,46.0,101726768,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701.0
JTMEB3FV2M,King,Kirkland,WA,98033.0,2021,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,48.0,256317204,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
4JGGM2CB8P,King,Kirkland,WA,98034.0,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,251654833,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
